date,rolling_beta
2007-06-06,0.6519928057231007
2007-06-07,0.8995960462797329
2007-06-08,0.8743790030119523
2007-06-11,0.8739991176915812
2007-06-12,0.9620157878747854
2007-06-13,1.0353383868971737
2007-06-14,1.022713246116635
2007-06-15,1.040968264240324
2007-06-18,1.0386198080003644
2007-06-19,1.049362786070522
2007-06-20,1.0706703844188032
2007-06-21,1.081368549529397
2007-06-22,1.051261665335238
2007-06-25,1.0429962118163076
2007-06-26,1.0526813885243158
2007-06-27,1.0421896717858186
2007-06-28,1.0347658762013778
2007-06-29,1.023533638307322
2007-07-02,1.0544526900043119
2007-07-03,1.0475084918203392
2007-07-05,1.0481651710682525
2007-07-06,1.0604352636476042
2007-07-09,1.061435439055784
2007-07-10,0.9570623892128676
2007-07-11,0.916083309710512
2007-07-12,0.9073223546792861
2007-07-13,0.9088626047906624
2007-07-16,0.9010934076832978
2007-07-17,0.8980642174662274
2007-07-18,0.8897135577091262
2007-07-19,0.8914829135264706
2007-07-20,0.8807235844020985
2007-07-23,0.8785128714647326
