ticker,date,close,shares,exposure,sharetrades,tradevalue,commission,interest,short_borrow_cost,margin_call
GLD,2013-10-03,127.17999999999995,5453,693512.5399999997,0,0,0,0,-0,FALSE
VIXY,2013-10-03,65231.67400000024,0,0,0,0,0,0,-0,FALSE
SVXY,2013-10-03,50.73500000000018,0,0,0,0,0,0,-0,FALSE
Cash,2013-10-04,0,0,-1924098.6662857286,0,-0,0,-0,0,FALSE
VTI,2013-10-04,71.17800000000003,41239,2935309.542000001,0,0,0,0,-0,FALSE
TLT,2013-10-04,73.75200000000001,2796,206210.59200000003,0,0,0,0,-0,FALSE
GLD,2013-10-04,126.52999999999996,5453,689968.0899999997,0,0,0,0,-0,FALSE
VIXY,2013-10-04,64655.67700000022,0,0,0,0,0,0,-0,FALSE
SVXY,2013-10-04,50.925000000000175,0,0,0,0,0,0,-0,FALSE
Cash,2013-10-07,0,0,-1913729.5405106426,0,10423.152000000002,0,-0,0,FALSE
VTI,2013-10-07,70.54000000000003,32178,2269836.120000001,-9061,-639162.9400000003,25.607489583333347,0,-0,FALSE
TLT,2013-10-07,74.05200000000002,13005,963046.2600000002,10209,755996.8680000002,24.929235330695317,0,-0,FALSE
GLD,2013-10-07,127.63999999999996,4456,568763.8399999999,-997,-127257.07999999996,3.4894999999999987,0,-0,FALSE
VIXY,2013-10-07,69695.65200000023,0,0,0,0,0,0,-0,FALSE
SVXY,2013-10-07,47.15500000000017,0,0,0,0,0,0,-0,FALSE
Cash,2013-10-08,0,0,-1944587.7378359972,0,-30820.10299999974,0,-0,0,FALSE
VTI,2013-10-08,69.60400000000003,24710,1719914.8400000008,-7468,-519802.6720000002,21.105676937354996,0,-0,FALSE
TLT,2013-10-08,74.07300000000001,17580,1302203.34,4575,338883.97500000003,11.1716484176321,0,-0,FALSE
GLD,2013-10-08,127.39999999999993,6118,779433.1999999996,1662,211738.7999999999,5.816999999999997,0,-0,FALSE
VIXY,2013-10-08,72895.63600000026,0,0,0,0,0,0,-0,FALSE
SVXY,2013-10-08,44.81000000000015,0,0,0,0,0,0,-0,FALSE
Cash,2013-10-09,0,0,-1944587.7378359972,0,-0,0,-0,0,FALSE
VTI,2013-10-09,69.55500000000004,24710,1718704.050000001,0,0,0,0,-0,FALSE
TLT,2013-10-09,73.48000000000002,17580,1291778.4000000004,0,0,0,0,-0,FALSE
GLD,2013-10-09,126.10999999999994,6118,771540.9799999996,0,0,0,0,-0,FALSE
VIXY,2013-10-09,70431.64800000026,0,0,0,0,0,0,-0,FALSE
SVXY,2013-10-09,46.37500000000017,0,0,0,0,0,0,-0,FALSE
Cash,2013-10-10,0,0,-1944587.7378359972,0,-0,0,-0,0,FALSE
VTI,2013-10-10,71.12200000000003,24710,1757424.6200000008,0,0,0,0,-0,FALSE
TLT,2013-10-10,73.59800000000003,17580,1293852.8400000005,0,0,0,0,-0,FALSE
GLD,2013-10-10,124.26999999999997,6118,760283.8599999998,0,0,0,0,-0,FALSE
VIXY,2013-10-10,63535.6820000002,0,0,0,0,0,0,-0,FALSE
SVXY,2013-10-10,50.78000000000017,0,0,0,0,0,0,-0,FALSE
Cash,2013-10-11,0,0,-1779004.2078295033,0,165590.06400000004,0,-0,0,FALSE
VTI,2013-10-11,71.62200000000001,22398,1604189.5560000003,-2312,-165590.06400000004,6.5339935062006775,0,-0,FALSE
TLT,2013-10-11,73.57400000000003,17580,1293430.9200000004,0,0,0,0,-0,FALSE
GLD,2013-10-11,122.59999999999995,6118,750066.7999999997,0,0,0,0,-0,FALSE
VIXY,2013-10-11,62335.68800000021,0,0,0,0,0,0,-0,FALSE
SVXY,2013-10-11,51.82000000000018,0,0,0,0,0,0,-0,FALSE
Cash,2013-10-14,0,0,-1779004.2078295033,0,-0,0,-0,0,FALSE
VTI,2013-10-14,71.93700000000001,22398,1611244.9260000002,0,0,0,0,-0,FALSE
TLT,2013-10-14,72.98400000000002,17580,1283058.7200000004,0,0,0,0,-0,FALSE
GLD,2013-10-14,122.82999999999994,6118,751473.9399999996,0,0,0,0,-0,FALSE
VIXY,2013-10-14,62991.685000000216,0,0,0,0,0,0,-0,FALSE
SVXY,2013-10-14,51.16500000000016,0,0,0,0,0,0,-0,FALSE
Cash,2013-10-15,0,0,-1779004.2078295033,0,-0,0,-0,0,FALSE
VTI,2013-10-15,71.38800000000003,22398,1598948.4240000008,0,0,0,0,-0,FALSE
TLT,2013-10-15,72.93600000000004,17580,1282214.8800000006,0,0,0,0,-0,FALSE
GLD,2013-10-15,123.72999999999996,6118,756980.1399999998,0,0,0,0,-0,FALSE
VIXY,2013-10-15,66831.66600000023,0,0,0,0,0,0,-0,FALSE
SVXY,2013-10-15,48.02000000000016,0,0,0,0,0,0,-0,FALSE
Cash,2013-10-16,0,0,-1779004.2078295033,0,-0,0,-0,0,FALSE
VTI,2013-10-16,72.39000000000003,22398,1621391.2200000007,0,0,0,0,-0,FALSE
TLT,2013-10-16,73.85000000000002,17580,1298283.0000000005,0,0,0,0,-0,FALSE
GLD,2013-10-16,123.53999999999998,6118,755817.7199999999,0,0,0,0,-0,FALSE
VIXY,2013-10-16,59055.705000000184,0,0,0,0,0,0,-0,FALSE
SVXY,2013-10-16,53.71900000000018,0,0,0,0,0,0,-0,FALSE
Cash,2013-10-17,0,0,-1779004.2078295033,0,-0,0,-0,0,FALSE
VTI,2013-10-17,72.92200000000003,22398,1633306.9560000005,0,0,0,0,-0,FALSE
TLT,2013-10-17,74.51900000000003,17580,1310044.0200000005,0,0,0,0,-0,FALSE
GLD,2013-10-17,127.41999999999999,6118,779555.5599999999,0,0,0,0,-0,FALSE
VIXY,2013-10-17,55807.72100000019,0,0,0,0,0,0,-0,FALSE
SVXY,2013-10-17,56.90500000000018,0,0,0,0,0,0,-0,FALSE
Cash,2013-10-18,0,0,-1966316.6354575092,0,-187271.61300000153,0,-0,0,FALSE
VTI,2013-10-18,73.43900000000002,18390,1350543.2100000004,-4008,-294343.5120000001,11.327128004398025,0,-0,FALSE
TLT,2013-10-18,74.68000000000004,17580,1312874.4000000006,0,0,0,0,-0,FALSE
GLD,2013-10-18,126.84999999999998,6118,776068.2999999999,0,0,0,0,-0,FALSE
VIXY,2013-10-18,55183.724000000184,0,0,0,0,0,0,-0,FALSE
SVXY,2013-10-18,57.16500000000019,8425,481615.12500000163,8425,481615.12500000163,29.487500000000104,0,-0,FALSE
Cash,2013-10-21,0,0,-1664419.2294432558,0,301933.7130000014,0,-0,0,FALSE
VTI,2013-10-21,73.39900000000004,20803,1526919.3970000008,2413,177111.7870000001,6.81948574807481,0,-0,FALSE
TLT,2013-10-21,74.44300000000001,17580,1308707.9400000002,0,0,0,0,-0,FALSE
GLD,2013-10-21,126.97999999999998,6118,776863.6399999999,0,0,0,0,-0,FALSE
VIXY,2013-10-21,55423.72300000018,0,0,0,0,0,0,-0,FALSE
SVXY,2013-10-21,56.86000000000018,0,0,-8425,-479045.5000000015,29.487500000000097,0,-0,FALSE
Cash,2013-10-22,0,0,-1656183.1075944006,0,8320.421999998434,0,-0,0,FALSE
VTI,2013-10-22,73.81900000000003,7807,576304.9330000002,-12996,-959351.7240000004,36.72862649310875,0,-0,FALSE
TLT,2013-10-22,75.273,20789,1564850.3969999999,3209,241551.057,7.836024650106591,0,-0,FALSE
GLD,2013-10-22,129.34,7014,907190.76,896,115888.64,3.136,0,-0,FALSE
VIXY,2013-10-22,55759.72100000018,0,0,0,0,0,0,-0,FALSE
SVXY,2013-10-22,56.765000000000185,10457,593591.605000002,10457,593591.605000002,36.59950000000012,0,-0,FALSE
Cash,2013-10-23,0,0,-1656183.1075944006,0,-0,0,-0,0,FALSE
VTI,2013-10-23,73.47200000000002,7807,573595.9040000002,0,0,0,0,-0,FALSE
TLT,2013-10-23,75.56600000000003,20789,1570941.5740000007,0,0,0,0,-0,FALSE
GLD,2013-10-23,128.69,7014,902631.66,0,0,0,0,-0,FALSE
VIXY,2013-10-23,56079.72000000018,0,0,0,0,0,0,-0,FALSE
SVXY,2013-10-23,56.36500000000019,10457,589408.8050000019,0,0,0,0,-0,FALSE
Cash,2013-10-24,0,0,-1808501.9981182555,0,-152273.8049999996,0,-0,0,FALSE
VTI,2013-10-24,73.75400000000003,5758,424675.5320000002,-2049,-151121.94600000005,5.7907467812568445,0,-0,FALSE
TLT,2013-10-24,75.27300000000001,30206,2273696.2380000004,9417,708845.8410000001,22.99527707387154,0,-0,FALSE
GLD,2013-10-24,129.89999999999998,5099,662360.0999999999,-1915,-248758.49999999997,6.7025,0,-0,FALSE
VIXY,2013-10-24,55231.72400000019,0,0,0,0,0,0,-0,FALSE
SVXY,2013-10-24,57.145000000000195,7715,440873.6750000015,-2742,-156691.59000000052,9.597000000000032,0,-0,FALSE
Cash,2013-10-25,0,0,-1793829.0469650256,0,14724.306000001292,0,-0,0,FALSE
VTI,2013-10-25,74.02100000000004,4873,360704.3330000002,-885,-65508.585000000036,2.501145931057054,0,-0,FALSE
TLT,2013-10-25,75.55200000000002,38058,2875358.0160000008,7852,593234.3040000001,19.17370084033614,0,-0,FALSE
GLD,2013-10-25,130.45999999999998,4334,565413.6399999999,-765,-99801.89999999998,2.6774999999999993,0,-0,FALSE
VIXY,2013-10-25,55119.724000000206,0,0,0,0,0,0,-0,FALSE
SVXY,2013-10-25,57.375000000000185,0,0,-7715,-442648.1250000014,27.002500000000087,0,-0,FALSE
Cash,2013-10-28,0,0,-1793829.0469650256,0,-0,0,-0,0,FALSE
VTI,2013-10-28,74.07700000000003,4873,360977.22100000014,0,0,0,0,-0,FALSE
TLT,2013-10-28,75.29400000000003,38058,2865539.052000001,0,0,0,0,-0,FALSE
GLD,2013-10-28,130.55999999999997,4334,565847.0399999999,0,0,0,0,-0,FALSE
VIXY,2013-10-28,55343.72300000017,0,0,0,0,0,0,-0,FALSE
SVXY,2013-10-28,56.94500000000018,0,0,0,0,0,0,-0,FALSE
Cash,2013-10-29,0,0,-1793829.0469650256,0,-0,0,-0,0,FALSE
VTI,2013-10-29,74.44900000000004,4873,362789.9770000002,0,0,0,0,-0,FALSE
TLT,2013-10-29,75.39100000000002,38058,2869230.678000001,0,0,0,0,-0,FALSE
GLD,2013-10-29,129.76999999999998,4334,562423.1799999999,0,0,0,0,-0,FALSE
VIXY,2013-10-29,54911.72500000019,0,0,0,0,0,0,-0,FALSE
SVXY,2013-10-29,57.44500000000018,0,0,0,0,0,0,-0,FALSE
Cash,2013-10-30,0,0,-2030103.90730961,0,-236250.27800000104,0,-0,0,FALSE
VTI,2013-10-30,74.01300000000003,4294,317811.82200000016,-579,-42853.52700000002,1.6363445832424184,0,-0,FALSE
TLT,2013-10-30,74.93800000000003,38058,2851990.404000001,0,0,0,0,-0,FALSE
GLD,2013-10-30,129.59999999999997,3837,497275.1999999999,-497,-64411.19999999998,1.7394999999999996,0,-0,FALSE
VIXY,2013-10-30,55647.722000000176,0,0,0,0,0,0,-0,FALSE
SVXY,2013-10-30,56.69500000000017,6059,343515.00500000105,6059,343515.00500000105,21.206500000000066,0,-0,FALSE
Cash,2013-10-31,0,0,-1980427.9174775016,0,49893.08600000071,0,-0,0,FALSE
VTI,2013-10-31,73.79100000000004,38685,2854604.8350000014,34391,2537746.2810000014,97.1944190348526,0,-0,FALSE
TLT,2013-10-31,75.09800000000003,2469,185416.96200000006,-35589,-2672662.722000001,86.90374885730216,0,-0,FALSE
GLD,2013-10-31,127.73999999999998,7206,920494.4399999998,3369,430356.05999999994,11.7915,0,-0,FALSE
VIXY,2013-10-31,55375.72300000019,0,0,0,0,0,0,-0,FALSE
SVXY,2013-10-31,56.99500000000017,0,0,-6059,-345332.705000001,21.206500000000066,0,-0,FALSE
Cash,2013-11-01,0,0,-1980427.9174775016,0,-0,0,-0,0,FALSE
VTI,2013-11-01,73.89100000000003,38685,2858473.3350000014,0,0,0,0,-0,FALSE
TLT,2013-11-01,74.28800000000003,2469,183417.07200000007,0,0,0,0,-0,FALSE
GLD,2013-11-01,126.94999999999997,7206,914801.6999999998,0,0,0,0,-0,FALSE
VIXY,2013-11-01,55055.72500000018,0,0,0,0,0,0,-0,FALSE
SVXY,2013-11-01,57.34500000000017,0,0,0,0,0,0,-0,FALSE
Cash,2013-11-04,0,0,-1972070.3267349708,0,8412.97799999849,0,-0,0,FALSE
VTI,2013-11-04,74.22700000000003,32553,2416311.531000001,-6132,-455159.9640000002,17.329995909709012,0,-0,FALSE
TLT,2013-11-04,74.35800000000003,3406,253263.34800000011,937,69673.44600000003,2.2942615580016943,0,-0,FALSE
GLD,2013-11-04,126.80999999999997,6002,761113.6199999999,-1204,-152679.23999999996,4.2139999999999995,0,-0,FALSE
VIXY,2013-11-04,53599.73200000017,0,0,0,0,0,0,-0,FALSE
SVXY,2013-11-04,58.77000000000018,9014,529752.7800000017,9014,529752.7800000017,31.549000000000095,0,-0,FALSE
Cash,2013-11-05,0,0,-1981762.7942079247,0,-9641.837999998374,0,-0,0,FALSE
VTI,2013-11-05,74.01300000000002,37531,2777781.903000001,4978,368436.7140000001,14.068606796857958,0,-0,FALSE
TLT,2013-11-05,73.46900000000002,3962,291084.1780000001,556,40848.76400000001,1.3613661588268906,0,-0,FALSE
GLD,2013-11-05,126.55999999999999,7045,891615.2,1043,132002.08,3.650499999999999,0,-0,FALSE
VIXY,2013-11-05,53439.73300000016,0,0,0,0,0,0,-0,FALSE
SVXY,2013-11-05,58.98000000000019,0,0,-9014,-531645.7200000017,31.549000000000103,0,-0,FALSE
Cash,2013-11-06,0,0,-2039759.3820752131,0,-57994.656000000025,0,-0,0,FALSE
VTI,2013-11-06,74.20600000000002,37531,2785025.386000001,0,0,0,0,-0,FALSE
TLT,2013-11-06,73.50400000000003,4751,349217.50400000013,789,57994.656000000025,1.9318672884743515,0,-0,FALSE
GLD,2013-11-06,127.19999999999999,7045,896123.9999999999,0,0,0,0,-0,FALSE
VIXY,2013-11-06,52623.737000000176,0,0,0,0,0,0,-0,FALSE
SVXY,2013-11-06,59.89000000000018,0,0,0,0,0,0,-0,FALSE
Cash,2013-11-07,0,0,-2011236.1303667873,0,28579.406000000017,0,-0,0,FALSE
VTI,2013-11-07,73.22100000000002,29375,2150866.8750000005,-8156,-597190.4760000001,23.049919122187916,0,-0,FALSE
TLT,2013-11-07,74.12700000000001,15601,1156455.327,10850,804277.9500000001,26.566372451868634,0,-0,FALSE
GLD,2013-11-07,126.15999999999997,5177,653130.3199999998,-1868,-235666.87999999995,6.5379999999999985,0,-0,FALSE
VIXY,2013-11-07,54495.72800000018,0,0,0,0,0,0,-0,FALSE
SVXY,2013-11-07,57.79500000000017,0,0,0,0,0,0,-0,FALSE
Cash,2013-11-08,0,0,-2020171.461557554,0,-8889.420999999857,0,-0,0,FALSE
VTI,2013-11-08,74.19800000000002,20592,1527885.2160000005,-8783,-651681.0340000002,24.82189159865057,0,-0,FALSE
TLT,2013-11-08,72.34300000000002,21645,1565864.2350000003,6044,437241.0920000001,14.798799168358965,0,-0,FALSE
GLD,2013-11-08,124.27899999999998,6974,866721.7459999999,1797,223329.36299999995,6.289499999999999,0,-0,FALSE
VIXY,2013-11-08,52143.739000000176,0,0,0,0,0,0,-0,FALSE
SVXY,2013-11-08,60.12500000000019,0,0,0,0,0,0,-0,FALSE
Cash,2013-11-11,0,0,-2020171.461557554,0,-0,0,-0,0,FALSE
VTI,2013-11-11,74.24700000000003,20592,1528894.2240000006,0,0,0,0,-0,FALSE
TLT,2013-11-11,72.07000000000002,21645,1559955.1500000004,0,0,0,0,-0,FALSE
GLD,2013-11-11,123.87,6974,863869.38,0,0,0,0,-0,FALSE
VIXY,2013-11-11,51967.74000000017,0,0,0,0,0,0,-0,FALSE
SVXY,2013-11-11,60.41000000000018,0,0,0,0,0,0,-0,FALSE
Cash,2013-11-12,0,0,-2020171.461557554,0,-0,0,-0,0,FALSE
VTI,2013-11-12,74.13400000000001,20592,1526567.3280000002,0,0,0,0,-0,FALSE
TLT,2013-11-12,72.40600000000002,21645,1567227.8700000003,0,0,0,0,-0,FALSE
GLD,2013-11-12,122.44999999999996,6974,853966.2999999997,0,0,0,0,-0,FALSE
VIXY,2013-11-12,51935.740000000165,0,0,0,0,0,0,-0,FALSE
SVXY,2013-11-12,60.53500000000018,0,0,0,0,0,0,-0,FALSE
Cash,2013-11-13,0,0,-2020171.461557554,0,-0,0,-0,0,FALSE
VTI,2013-11-13,74.76400000000002,20592,1539540.2880000004,0,0,0,0,-0,FALSE
TLT,2013-11-13,72.67200000000001,21645,1572985.4400000002,0,0,0,0,-0,FALSE
GLD,2013-11-13,122.84999999999998,6974,856755.8999999999,0,0,0,0,-0,FALSE
VIXY,2013-11-13,51663.742000000166,0,0,0,0,0,0,-0,FALSE
SVXY,2013-11-13,60.74500000000018,0,0,0,0,0,0,-0,FALSE
Cash,2013-11-14,0,0,-1984472.2694279158,0,35747.81599999851,0,-0,0,FALSE
VTI,2013-11-14,75.11900000000003,18248,1370771.5120000006,-2344,-176078.93600000007,6.624489691497369,0,-0,FALSE
TLT,2013-11-14,73.11900000000003,17750,1297862.2500000005,-3895,-284798.5050000001,9.536880668771532,0,-0,FALSE
GLD,2013-11-14,124.26999999999997,6194,769728.3799999998,-780,-96930.59999999998,2.7299999999999995,0,-0,FALSE
VIXY,2013-11-14,51103.744000000166,0,0,0,0,0,0,-0,FALSE
SVXY,2013-11-14,61.4550000000002,8495,522060.22500000166,8495,522060.22500000166,29.732500000000098,0,-0,FALSE
Cash,2013-11-15,0,0,-1984472.2694279158,0,-0,0,-0,0,FALSE
VTI,2013-11-15,75.45000000000002,18248,1376811.6000000003,0,0,0,0,-0,FALSE
TLT,2013-11-15,73.26600000000002,17750,1300471.5000000002,0,0,0,0,-0,FALSE
GLD,2013-11-15,124.31999999999996,6194,770038.0799999997,0,0,0,0,-0,FALSE
VIXY,2013-11-15,50415.74800000017,0,0,0,0,0,0,-0,FALSE
SVXY,2013-11-15,62.2700000000002,8495,528983.6500000018,0,0,0,0,-0,FALSE
Cash,2013-11-18,0,0,-1984472.2694279158,0,-0,0,-0,0,FALSE
VTI,2013-11-18,75.09500000000003,18248,1370333.5600000005,0,0,0,0,-0,FALSE
TLT,2013-11-18,73.70700000000001,17750,1308299.2500000002,0,0,0,0,-0,FALSE
GLD,2013-11-18,122.89999999999998,6194,761242.5999999999,0,0,0,0,-0,FALSE
VIXY,2013-11-18,50447.74800000017,0,0,0,0,0,0,-0,FALSE
SVXY,2013-11-18,62.18000000000021,8495,528219.1000000018,0,0,0,0,-0,FALSE
Cash,2013-11-19,0,0,-1996885.1892354384,0,-12364.928999998287,0,-0,0,FALSE
VTI,2013-11-19,74.87700000000002,21040,1575412.0800000005,2792,209056.58400000006,7.890629181494663,0,-0,FALSE
TLT,2013-11-19,73.147,20785,1520360.395,3035,222001.14500000002,7.431178342578425,0,-0,FALSE
GLD,2013-11-19,122.94999999999999,7033,864707.35,839,103155.04999999999,2.9364999999999997,0,-0,FALSE
VIXY,2013-11-19,51039.74500000016,0,0,0,0,0,0,-0,FALSE
SVXY,2013-11-19,61.43000000000021,0,0,-8495,-521847.8500000018,29.7325000000001,0,-0,FALSE
Cash,2013-11-20,0,0,-2047639.8259465497,0,-50707.820000001564,0,-0,0,FALSE
VTI,2013-11-20,74.64200000000002,18125,1352886.2500000005,-2915,-217581.43000000008,8.238154532669842,0,-0,FALSE
TLT,2013-11-20,71.90200000000002,18320,1317244.6400000004,-2465,-177238.43000000005,6.0355565771550905,0,-0,FALSE
GLD,2013-11-20,120.11999999999998,6283,754713.9599999998,-750,-90089.99999999999,2.6249999999999996,0,-0,FALSE
VIXY,2013-11-20,50015.75000000015,0,0,0,0,0,0,-0,FALSE
SVXY,2013-11-20,62.660000000000196,8548,535617.6800000017,8548,535617.6800000017,29.918000000000095,0,-0,FALSE
Cash,2013-11-21,0,0,-2016147.8394667667,0,31539.911000001754,0,-0,0,FALSE
VTI,2013-11-21,75.31300000000003,21183,1595355.2790000006,3058,230307.1540000001,8.64238274900826,0,-0,FALSE
TLT,2013-11-21,72.021000000000015,20735,1493355.4350000003,2415,173930.71500000003,5.913137469645459,0,-0,FALSE
GLD,2013-11-21,119.93999999999998,7269,871843.8599999999,986,118260.83999999998,3.4509999999999996,0,-0,FALSE
VIXY,2013-11-21,48335.75800000016,0,0,0,0,0,0,-0,FALSE
SVXY,2013-11-21,64.81500000000021,0,0,-8548,-554038.6200000019,29.918000000000102,0,-0,FALSE
Cash,2013-11-22,0,0,-831135.2181611782,0,1185069.6930000004,0,-0,0,FALSE
VTI,2013-11-22,75.68400000000003,3140,237647.76000000007,-18043,-1365566.4120000005,50.99202434652727,0,-0,FALSE
TLT,2013-11-22,72.69300000000001,23218,1687786.0740000003,2483,180496.71900000004,6.079670065441249,0,-0,FALSE
GLD,2013-11-22,119.91999999999999,7269,871698.4799999999,0,0,0,0,-0,FALSE
VIXY,2013-11-22,47631.76200000015,0,0,0,0,0,0,-0,FALSE
SVXY,2013-11-22,65.70000000000022,0,0,0,0,0,0,-0,FALSE
Cash,2013-11-25,0,0,-831135.2181611782,0,-0,0,-0,0,FALSE
VTI,2013-11-25,75.60300000000002,3140,237393.42000000007,0,0,0,0,-0,FALSE
TLT,2013-11-25,72.90200000000002,23218,1692638.6360000004,0,0,0,0,-0,FALSE
GLD,2013-11-25,120.45999999999998,7269,875623.7399999999,0,0,0,0,-0,FALSE
VIXY,2013-11-25,47839.761000000166,0,0,0,0,0,0,-0,FALSE
SVXY,2013-11-25,65.43000000000022,0,0,0,0,0,0,-0,FALSE
Cash,2013-11-26,0,0,-1821665.1609795343,0,-990496.8000000004,0,-0,0,FALSE
VTI,2013-11-26,75.67600000000002,3140,237622.64000000004,0,0,0,0,-0,FALSE
TLT,2013-11-26,73.17500000000003,36754,2689473.950000001,13536,990496.8000000004,33.14281835564055,0,-0,FALSE
GLD,2013-11-26,119.81999999999996,7269,870971.5799999997,0,0,0,0,-0,FALSE
VIXY,2013-11-26,48031.76000000017,0,0,0,0,0,0,-0,FALSE
SVXY,2013-11-26,65.06000000000022,0,0,0,0,0,0,-0,FALSE
Cash,2013-11-27,0,0,-1709195.7254347212,0,112472.95799999998,0,-0,0,FALSE
VTI,2013-11-27,75.89400000000002,2763,209695.12200000006,-377,-28612.038000000008,1.0654551867219921,0,-0,FALSE
TLT,2013-11-27,73.04900000000004,36754,2684842.9460000014,0,0,0,0,-0,FALSE
GLD,2013-11-27,119.45999999999998,6567,784493.8199999998,-702,-83860.91999999998,2.457,0,-0,FALSE
VIXY,2013-11-27,48111.75900000015,0,0,0,0,0,0,-0,FALSE
SVXY,2013-11-27,65.02500000000023,0,0,0,0,0,0,-0,FALSE
Cash,2013-11-29,0,0,-2031127.8624649022,0,-321770.37300000014,0,-0,0,FALSE
VTI,2013-11-29,75.78900000000002,34920,2646551.8800000004,32157,2437146.8730000006,90.88018384295762,0,-0,FALSE
TLT,2013-11-29,73.07000000000002,7804,570238.2800000001,-28950,-2115376.5000000005,70.88384633796076,0,-0,FALSE
GLD,2013-11-29,120.7,6567,792636.9,0,0,0,0,-0,FALSE
VIXY,2013-11-29,48687.75700000014,0,0,0,0,0,0,-0,FALSE
SVXY,2013-11-29,64.24500000000022,0,0,0,0,0,0,-0,FALSE
Cash,2013-12-02,0,0,-2031127.8624649022,0,-0,0,-0,0,FALSE
VTI,2013-12-02,75.62800000000001,34920,2640929.7600000007,0,0,0,0,-0,FALSE
TLT,2013-12-02,72.50400000000002,7804,565821.2160000001,0,0,0,0,-0,FALSE
GLD,2013-12-02,117.57999999999998,6567,772147.8599999999,0,0,0,0,-0,FALSE
VIXY,2013-12-02,49087.75500000017,0,0,0,0,0,0,-0,FALSE
SVXY,2013-12-02,63.76000000000021,0,0,0,0,0,0,-0,FALSE
Cash,2013-12-03,0,0,-2031127.8624649022,0,-0,0,-0,0,FALSE
VTI,2013-12-03,75.33700000000002,34920,2630768.0400000005,0,0,0,0,-0,FALSE
TLT,2013-12-03,72.77000000000001,7804,567897.0800000001,0,0,0,0,-0,FALSE
GLD,2013-12-03,117.96,6567,774643.32,0,0,0,0,-0,FALSE
VIXY,2013-12-03,50303.74800000017,0,0,0,0,0,0,-0,FALSE
SVXY,2013-12-03,62.10500000000022,0,0,0,0,0,0,-0,FALSE
Cash,2013-12-04,0,0,-2031127.8624649022,0,-0,0,-0,0,FALSE
VTI,2013-12-04,75.23200000000001,34920,2627101.4400000004,0,0,0,0,-0,FALSE
TLT,2013-12-04,72.07600000000002,7804,562481.1040000002,0,0,0,0,-0,FALSE
GLD,2013-12-04,119.96,6567,787777.32,0,0,0,0,-0,FALSE
VIXY,2013-12-04,49743.75100000016,0,0,0,0,0,0,-0,FALSE
SVXY,2013-12-04,62.780000000000214,0,0,0,0,0,0,-0,FALSE
Cash,2013-12-05,0,0,-2031127.8624649022,0,-0,0,-0,0,FALSE
VTI,2013-12-05,75.01400000000001,34920,2619488.8800000004,0,0,0,0,-0,FALSE
TLT,2013-12-05,71.87200000000001,7804,560889.0880000001,0,0,0,0,-0,FALSE
GLD,2013-12-05,118.3,6567,776876.1,0,0,0,0,-0,FALSE
VIXY,2013-12-05,50143.74900000017,0,0,0,0,0,0,-0,FALSE
SVXY,2013-12-05,62.29500000000021,0,0,0,0,0,0,-0,FALSE
Cash,2013-12-06,0,0,-1999345.0936671444,0,31821.45299999992,0,-0,0,FALSE
VTI,2013-12-06,75.78900000000002,29643,2246613.3270000005,-5277,-399938.5530000001,14.913540757511191,0,-0,FALSE
TLT,2013-12-06,72.21600000000002,15354,1108804.4640000004,7550,545230.8000000002,18.541661484648277,0,-0,FALSE
GLD,2013-12-06,118.55000000000001,5073,601404.15,-1494,-177113.7,5.229000000000001,0,-0,FALSE
VIXY,2013-12-06,48351.75800000017,0,0,0,0,0,0,-0,FALSE
SVXY,2013-12-06,64.47500000000021,0,0,0,0,0,0,-0,FALSE
Cash,2013-12-09,0,0,-1985827.618736559,0,13561.516000000061,0,-0,0,FALSE
VTI,2013-12-09,75.95900000000002,21223,1612077.8570000003,-8420,-639574.7800000001,23.7962339746997,0,-0,FALSE
TLT,2013-12-09,72.38400000000001,21075,1525492.8000000003,5721,414108.86400000006,14.049835440093062,0,-0,FALSE
GLD,2013-12-09,119.72000000000001,6843,819243.9600000001,1770,211904.40000000002,6.195000000000001,0,-0,FALSE
VIXY,2013-12-09,47951.76000000016,0,0,0,0,0,0,-0,FALSE
SVXY,2013-12-09,64.9450000000002,0,0,0,0,0,0,-0,FALSE
Cash,2013-12-10,0,0,-1985827.618736559,0,-0,0,-0,0,FALSE
VTI,2013-12-10,75.708,21223,1606750.884,0,0,0,0,-0,FALSE
TLT,2013-12-10,72.90400000000002,21075,1536451.8000000005,0,0,0,0,-0,FALSE
GLD,2013-12-10,121.82000000000001,6843,833614.26,0,0,0,0,-0,FALSE
VIXY,2013-12-10,48207.75900000016,0,0,0,0,0,0,-0,FALSE
SVXY,2013-12-10,64.62500000000021,0,0,0,0,0,0,-0,FALSE
Cash,2013-12-11,0,0,-1985827.618736559,0,-0,0,-0,0,FALSE
VTI,2013-12-11,74.77200000000002,21223,1586886.1560000004,0,0,0,0,-0,FALSE
TLT,2013-12-11,72.34200000000003,21075,1524607.6500000006,0,0,0,0,-0,FALSE
GLD,2013-12-11,120.86000000000003,6843,827044.9800000002,0,0,0,0,-0,FALSE
VIXY,2013-12-11,50431.74800000016,0,0,0,0,0,0,-0,FALSE
SVXY,2013-12-11,61.59000000000021,0,0,0,0,0,0,-0,FALSE
Cash,2013-12-12,0,0,-1985827.618736559,0,-0,0,-0,0,FALSE
VTI,2013-12-12,74.634,21223,1583957.382,0,0,0,0,-0,FALSE
TLT,2013-12-12,72.06900000000003,21075,1518854.1750000007,0,0,0,0,-0,FALSE
